card,date,t_2,t_4,t_6,t_7.313,t_8,t_10
MSD-1545,2022-06-04,0.003125,0.0,0.0,0.0,0.0,0.0
MSD-1545,2022-06-05,0.0020833333333333333,0.0,0.0,0.0,0.0,0.0
MSD-1545,2022-06-06,0.0020833333333333333,0.0,0.0,0.0,0.0,0.0
MSD-1545,2022-06-07,0.002777777777777778,0.0006944444444444445,0.0,0.0,0.0,0.0
MSD-1545,2022-06-08,0.004166666666666667,0.00034722222222222224,0.0,0.0,0.0,0.0
MSD-1545,2022-06-09,0.002777777777777778,0.0006944444444444445,0.0,0.0,0.0,0.0
MSD-1545,2022-06-10,0.0038194444444444443,0.0010416666666666667,0.0,0.0,0.0,0.0
MSD-1545,2022-06-11,0.012152777777777778,0.0024305555555555556,0.00034722222222222224,0.0,0.0,0.0
MSD-1545,2022-06-12,0.008680555555555556,0.001388888888888889,0.00034722222222222224,0.0,0.0,0.0
MSD-1545,2022-06-13,0.016319444444444445,0.004166666666666667,0.002777777777777778,0.0020833333333333333,0.0020833333333333333,0.0
MSD-1545,2022-06-14,0.02847222222222222,0.013541666666666667,0.005555555555555556,0.0038194444444444443,0.0024305555555555556,0.0006944444444444445
MSD-1545,2022-06-15,0.15104166666666666,0.10798611111111112,0.07361111111111111,0.05486111111111111,0.04479166666666667,0.021527777777777778
MSD-1545,2022-06-16,0.1763888888888889,0.1329861111111111,0.10347222222222222,0.08020833333333334,0.06909722222222223,0.03125
MSD-1545,2022-06-17,0.1440972222222222,0.12777777777777777,0.10972222222222222,0.09166666666666666,0.08263888888888889,0.04618055555555556
MSD-1545,2022-06-18,0.14930555555555555,0.109375,0.07013888888888889,0.04861111111111111,0.036458333333333336,0.017361111111111112
MSD-1545,2022-06-19,0.12083333333333333,0.08715277777777777,0.060069444444444446,0.043055555555555555,0.034375,0.01423611111111111
MSD-1545,2022-06-20,0.1232638888888889,0.08090277777777778,0.05,0.034375,0.025347222222222222,0.011805555555555555
MSD-1545,2022-06-21,0.0875,0.05173611111111111,0.029861111111111113,0.019097222222222224,0.0125,0.0045138888888888885
MSD-1545,2022-06-22,0.06770833333333333,0.034027777777777775,0.02013888888888889,0.013888888888888888,0.0125,0.005902777777777778
MSD-1545,2022-06-23,0.18263888888888888,0.15486111111111112,0.1326388888888889,0.10173611111111111,0.08368055555555555,0.04548611111111111
MSD-1545,2022-06-24,0.17777777777777778,0.13819444444444445,0.11458333333333333,0.09166666666666666,0.0798611111111111,0.04618055555555556
MSD-1545,2022-06-25,0.09375,0.07118055555555555,0.05381944444444445,0.04236111111111111,0.03958333333333333,0.021527777777777778
MSD-1545,2022-06-26,0.12222222222222222,0.096875,0.07152777777777777,0.05381944444444445,0.04618055555555556,0.019444444444444445
MSD-1545,2022-06-27,0.025347222222222222,0.014583333333333334,0.00625,0.0045138888888888885,0.002777777777777778,0.0006944444444444445
MSD-1545,2022-06-28,0.009027777777777777,0.0020833333333333333,0.0006944444444444445,0.0006944444444444445,0.0,0.0
MSD-1545,2022-06-29,0.015277777777777777,0.004166666666666667,0.00034722222222222224,0.0,0.0,0.0
MSD-1545,2022-06-30,0.014583333333333334,0.0038194444444444443,0.001736111111111111,0.001388888888888889,0.0010416666666666667,0.00034722222222222224
MSD-1545,2022-07-01,0.005555555555555556,0.002777777777777778,0.0024305555555555556,0.0006944444444444445,0.0006944444444444445,0.00034722222222222224
MSD-1545,2022-07-02,0.002777777777777778,0.00034722222222222224,0.0,0.0,0.0,0.0
MSD-1545,2022-07-03,0.001736111111111111,0.0,0.0,0.0,0.0,0.0
MSD-1545,2022-07-04,0.002777777777777778,0.00034722222222222224,0.0,0.0,0.0,0.0
MSD-1545,2022-07-05,0.0010416666666666667,0.0,0.0,0.0,0.0,0.0
MSD-1545,2022-07-06,0.001388888888888889,0.00034722222222222224,0.0,0.0,0.0,0.0
MSD-1545,2022-07-07,0.001388888888888889,0.00034722222222222224,0.0,0.0,0.0,0.0
MSD-1545,2022-07-08,0.001388888888888889,0.0,0.0,0.0,0.0,0.0
MSD-1545,2022-07-09,0.0020833333333333333,0.0,0.0,0.0,0.0,0.0
MSD-1545,2022-07-10,0.0024305555555555556,0.00034722222222222224,0.0,0.0,0.0,0.0
MSD-1545,2022-07-11,0.003472222222222222,0.0006944444444444445,0.0,0.0,0.0,0.0
MSD-1545,2022-07-12,0.001736111111111111,0.00034722222222222224,0.0,0.0,0.0,0.0
MSD-1545,2022-07-13,0.003125,0.00034722222222222224,0.0,0.0,0.0,0.0
MSD-1545,2022-07-14,0.001736111111111111,0.0,0.0,0.0,0.0,0.0
MSD-1545,2022-07-15,0.002777777777777778,0.00034722222222222224,0.0,0.0,0.0,0.0
MSD-1545,2022-07-16,0.002777777777777778,0.00034722222222222224,0.0,0.0,0.0,0.0
MSD-1545,2022-07-17,0.002777777777777778,0.0,0.0,0.0,0.0,0.0
MSD-1545,2022-07-18,0.0006944444444444445,0.0,0.0,0.0,0.0,0.0
MSD-1545,2022-07-19,0.0020833333333333333,0.00034722222222222224,0.0,0.0,0.0,0.0
MSD-1545,2022-07-20,0.0020833333333333333,0.00034722222222222224,0.00034722222222222224,0.0,0.0,0.0
MSD-1545,2022-07-21,0.002777777777777778,0.0,0.0,0.0,0.0,0.0
MSD-1545,2022-07-22,0.0007097232079489,0.0,0.0,0.0,0.0,0.0
