time,t_2,t_4,t_6,t_7.313,t_8,t_10
15:45:00,0.022623828647925035,0.013520749665327979,0.009103078982597055,0.005488621151271754,0.004417670682730923,0.00214190093708166
16:00:00,0.021866666666666666,0.014666666666666666,0.009466666666666667,0.006266666666666667,0.0054666666666666665,0.002533333333333333
16:15:00,0.023066666666666666,0.0144,0.008666666666666666,0.0061333333333333335,0.0054666666666666665,0.0021333333333333334
16:30:00,0.0192,0.012266666666666667,0.0072,0.0048,0.0036,0.0013333333333333333
16:45:00,0.022933333333333333,0.015066666666666667,0.010266666666666667,0.0064,0.004533333333333334,0.0013333333333333333
17:00:00,0.020666666666666667,0.014666666666666666,0.010266666666666667,0.006666666666666667,0.0054666666666666665,0.0028
17:15:00,0.019733333333333332,0.013866666666666666,0.0108,0.007866666666666666,0.0064,0.0036
17:30:00,0.0268,0.018533333333333332,0.012133333333333333,0.008266666666666667,0.006666666666666667,0.0032
17:45:00,0.026670222696359516,0.017869049206560874,0.01200160021336178,0.009067875716762234,0.007467662354980664,0.0026670222696359514
18:00:00,0.024666666666666667,0.0184,0.012266666666666667,0.009066666666666667,0.0072,0.0029333333333333334
18:15:00,0.017466666666666665,0.011466666666666667,0.0084,0.0061333333333333335,0.004533333333333334,0.0026666666666666666
18:30:00,0.0268,0.018933333333333333,0.012933333333333333,0.009733333333333333,0.008666666666666666,0.0048
18:45:00,0.0172,0.011466666666666667,0.007066666666666666,0.0037333333333333333,0.0033333333333333335,0.0013333333333333333
19:00:00,0.0184,0.012933333333333333,0.008666666666666666,0.0056,0.004666666666666667,0.0013333333333333333
19:15:00,0.015868782504333913,0.00986798239765302,0.006800906787571676,0.004667288971862915,0.0038671822909721295,0.0013335111348179757
19:30:00,0.020533333333333334,0.015733333333333332,0.009866666666666666,0.0072,0.006,0.0028
19:45:00,0.022933333333333333,0.0144,0.009466666666666667,0.0061333333333333335,0.0044,0.0018666666666666666
20:00:00,0.0216,0.014266666666666667,0.0092,0.0072,0.005333333333333333,0.0017333333333333333
20:15:00,0.0296,0.0212,0.014666666666666666,0.0116,0.01,0.0041333333333333335
20:30:00,0.032,0.0248,0.015333333333333332,0.011333333333333334,0.0088,0.0036
20:45:00,0.03506666666666667,0.0264,0.0196,0.014,0.010133333333333333,0.0038666666666666667
21:00:00,0.03666666666666667,0.028133333333333333,0.019866666666666668,0.014533333333333334,0.012133333333333333,0.0044
21:15:00,0.03573333333333333,0.0268,0.018666666666666668,0.013333333333333334,0.010933333333333333,0.006266666666666667
21:30:00,0.03373333333333333,0.026,0.0188,0.014,0.0108,0.004666666666666667
21:45:00,0.0364,0.027466666666666667,0.018266666666666667,0.0132,0.010533333333333334,0.0048
22:00:00,0.028937191625550075,0.02093612481664222,0.01480197359647953,0.010268035738098412,0.008667822376316843,0.0029337244965995466
22:15:00,0.035866666666666665,0.0288,0.020266666666666665,0.013066666666666667,0.0096,0.0032
22:30:00,0.0384,0.03,0.0228,0.0172,0.0144,0.0072
22:45:00,0.0368,0.028,0.018933333333333333,0.0136,0.0108,0.0052
23:00:00,0.0396,0.0312,0.023333333333333334,0.017466666666666665,0.014666666666666666,0.007466666666666667
23:15:00,0.03386666666666667,0.024133333333333333,0.018266666666666667,0.014533333333333334,0.011466666666666667,0.005066666666666666
23:30:00,0.04226666666666667,0.029466666666666665,0.017866666666666666,0.012933333333333333,0.010133333333333333,0.0033333333333333335
23:45:00,0.0432,0.03306666666666667,0.024533333333333334,0.017866666666666666,0.0152,0.007066666666666666
