time,t_2,t_4,t_6,t_7.313,t_8,t_10
00:00:00,0.03866666666666667,0.028933333333333332,0.0236,0.018933333333333333,0.016533333333333334,0.008
00:15:00,0.04346666666666667,0.03213333333333333,0.0236,0.017866666666666666,0.0148,0.008266666666666667
00:30:00,0.0404,0.03186666666666667,0.024,0.018533333333333332,0.016,0.009333333333333334
00:45:00,0.039466666666666664,0.029333333333333333,0.020266666666666665,0.015066666666666667,0.012,0.006533333333333334
01:00:00,0.0404,0.030133333333333335,0.020533333333333334,0.016,0.013066666666666667,0.0056
01:15:00,0.042,0.03333333333333333,0.024,0.017066666666666667,0.0136,0.006266666666666667
01:30:00,0.046533333333333336,0.03506666666666667,0.026933333333333333,0.021733333333333334,0.018133333333333335,0.008933333333333333
01:45:00,0.042,0.030933333333333334,0.0224,0.016666666666666666,0.014133333333333333,0.0056
02:00:00,0.04426666666666667,0.031466666666666664,0.0208,0.014533333333333334,0.011333333333333334,0.0044
02:15:00,0.04253333333333333,0.032933333333333335,0.024,0.016266666666666665,0.013066666666666667,0.004933333333333333
02:30:00,0.0452,0.03306666666666667,0.021866666666666666,0.015466666666666667,0.012266666666666667,0.005866666666666667
02:45:00,0.0424,0.03133333333333333,0.0232,0.018933333333333333,0.016266666666666665,0.007733333333333333
03:00:00,0.0484,0.0368,0.0272,0.020933333333333335,0.018266666666666667,0.009733333333333333
03:15:00,0.0356,0.0268,0.019066666666666666,0.015733333333333332,0.013066666666666667,0.0064
03:30:00,0.0332,0.0248,0.0188,0.0148,0.012533333333333334,0.0056
03:45:00,0.032933333333333335,0.024266666666666666,0.017466666666666665,0.011466666666666667,0.009066666666666667,0.0034666666666666665
04:00:00,0.035866666666666665,0.025733333333333334,0.017733333333333334,0.0124,0.010133333333333333,0.004933333333333333
04:15:00,0.031066666666666666,0.021333333333333333,0.0124,0.008666666666666666,0.006533333333333334,0.0030666666666666668
04:30:00,0.03306666666666667,0.0244,0.0188,0.014666666666666666,0.011733333333333333,0.005333333333333333
04:45:00,0.024,0.015733333333333332,0.01,0.0068,0.005866666666666667,0.0018666666666666666
05:00:00,0.021333333333333333,0.017066666666666667,0.0132,0.010533333333333334,0.0084,0.0052
05:15:00,0.013733333333333334,0.009066666666666667,0.005333333333333333,0.0029333333333333334,0.0021333333333333334,0.0005333333333333334
05:30:00,0.0168,0.012133333333333333,0.009066666666666667,0.0061333333333333335,0.0054666666666666665,0.0017333333333333333
05:45:00,0.0184,0.013333333333333334,0.0092,0.006266666666666667,0.0052,0.0028
06:00:00,0.023466666666666667,0.017733333333333334,0.012266666666666667,0.009866666666666666,0.008266666666666667,0.004533333333333334
06:15:00,0.017866666666666666,0.0136,0.0108,0.0072,0.0052,0.0021333333333333334
06:30:00,0.0148,0.010266666666666667,0.0076,0.004933333333333333,0.0038666666666666667,0.0014666666666666667
06:45:00,0.0152,0.011066666666666667,0.007733333333333333,0.0068,0.006,0.0038666666666666667
07:00:00,0.0232,0.017466666666666665,0.012,0.009066666666666667,0.007733333333333333,0.004533333333333334
07:15:00,0.027066666666666666,0.0204,0.015466666666666667,0.012133333333333333,0.0096,0.005333333333333333
07:30:00,0.018266666666666667,0.0136,0.01,0.007466666666666667,0.0061333333333333335,0.0026666666666666666
07:45:00,0.0224,0.017466666666666665,0.0108,0.007733333333333333,0.0064,0.0033333333333333335
08:00:00,0.0208,0.014666666666666666,0.010933333333333333,0.008933333333333333,0.007866666666666666,0.0038666666666666667
08:15:00,0.0184,0.011733333333333333,0.007733333333333333,0.0052,0.0048,0.0029333333333333334
08:30:00,0.023869849313241764,0.01706894252567009,0.010668089078543806,0.006534204560608081,0.00493399119882651,0.0017335644752633685
08:45:00,0.028670489398586477,0.019069209227897052,0.013601813575143352,0.011201493532470996,0.008401120149353247,0.0038671822909721295
09:00:00,0.018266666666666667,0.0116,0.007066666666666666,0.004533333333333334,0.0038666666666666667,0.002
09:15:00,0.0192,0.0124,0.006533333333333334,0.0048,0.0036,0.0009333333333333333
09:30:00,0.019333333333333334,0.012133333333333333,0.0064,0.0034666666666666665,0.002266666666666667,0.0006666666666666666
09:45:00,0.026803573809841313,0.017202293639151888,0.011334844645952793,0.007867715695426056,0.0061341512201626884,0.0020002667022269638
10:00:00,0.0192,0.011466666666666667,0.006266666666666667,0.004933333333333333,0.004266666666666667,0.0016
10:15:00,0.0184,0.012533333333333334,0.008666666666666666,0.0054666666666666665,0.0038666666666666667,0.0016
10:30:00,0.030666666666666665,0.021066666666666668,0.013733333333333334,0.0112,0.009333333333333334,0.0037333333333333333
10:45:00,0.017001338688085676,0.010575635876840695,0.006157965194109772,0.004016064257028112,0.002811244979919679,0.0009370816599732262
11:00:00,0.025435073627844713,0.01606425702811245,0.010174029451137885,0.007095046854082999,0.0049531459170013385,0.0024096385542168677
11:15:00,0.023252688172043012,0.01706989247311828,0.0125,0.008736559139784945,0.00739247311827957,0.0030913978494623655
11:30:00,0.028763440860215053,0.021370967741935483,0.015188172043010753,0.010887096774193548,0.008870967741935484,0.004166666666666667
11:45:00,0.022764227642276424,0.015040650406504066,0.009485094850948509,0.005962059620596206,0.004607046070460705,0.0014905149051490515
12:00:00,0.025338753387533875,0.014769647696476965,0.009078590785907859,0.006368563685636856,0.005826558265582656,0.0027100271002710027
12:15:00,0.032108843537414965,0.022585034013605444,0.016054421768707482,0.011564625850340135,0.0091156462585034,0.004761904761904762
12:30:00,0.031156462585034014,0.021904761904761906,0.0163265306122449,0.011700680272108844,0.01020408163265306,0.005034013605442177
12:45:00,0.026530612244897958,0.01727891156462585,0.011564625850340135,0.008571428571428572,0.007210884353741497,0.0035374149659863946
13:00:00,0.01727891156462585,0.01197278911564626,0.006530612244897959,0.004217687074829932,0.0035374149659863946,0.0013605442176870747
13:15:00,0.028979591836734694,0.02,0.014421768707482994,0.010340136054421769,0.008979591836734694,0.005034013605442177
13:30:00,0.021768707482993196,0.013333333333333334,0.00925170068027211,0.00598639455782313,0.005034013605442177,0.0024489795918367346
13:45:00,0.025306122448979593,0.017006802721088437,0.011700680272108844,0.008027210884353741,0.006530612244897959,0.0038095238095238095
14:00:00,0.02108843537414966,0.014829931972789116,0.00925170068027211,0.006394557823129252,0.0051700680272108845,0.0025850340136054422
14:15:00,0.023441734417344172,0.014363143631436315,0.008807588075880758,0.007181571815718157,0.005284552845528455,0.002168021680216802
14:30:00,0.026585695006747637,0.016464237516869096,0.009986504723346829,0.007017543859649123,0.006072874493927126,0.0032388663967611335
14:45:00,0.01935483870967742,0.013172043010752688,0.00913978494623656,0.006586021505376344,0.004973118279569893,0.0024193548387096775
15:00:00,0.01935483870967742,0.01303763440860215,0.009543010752688172,0.006720430107526882,0.004973118279569893,0.0012096774193548388
15:15:00,0.016666666666666666,0.012096774193548387,0.008870967741935484,0.006720430107526882,0.00564516129032258,0.0032258064516129032
15:30:00,0.0179384203480589,0.01218206157965194,0.008433734939759036,0.006024096385542169,0.004685408299866131,0.0017402945113788486
